3.412338 2.663350 4.943044
3.255929 1.534301 5.369246
3.536440 0.919960 5.601152
3.996324 1.536719 5.368333
2.930749 3.108008 4.775191
4.865417 1.059226 5.548582
3.525979 2.366378 5.055148
4.300126 2.019004 5.186277
3.986033 0.681395 5.691208
3.368994 2.249078 5.099427
3.455652 1.300048 5.457674
2.996324 1.565715 5.357388
2.972223 1.441695 5.404204
4.901073 1.361822 5.434355
4.508657 1.411038 5.415777
3.205559 1.008063 5.567895
3.639243 0.919068 5.601489
2.936899 1.208204 5.492344
3.667738 2.552354 4.984944
4.603469 1.477414 5.390721
5.347007 0.634941 5.708744
4.839231 1.256482 5.474120
3.181838 1.332981 5.445242
4.550721 1.426916 5.409783
2.948056 1.028340 5.560241
3.614532 2.157737 5.133907
4.722000 0.509157 5.756226
5.207981 1.001154 5.570503
4.646012 1.399039 5.420306
3.222916 0.571729 5.732605
5.079907 1.258181 5.473478
4.628419 1.796736 5.270181
5.109797 0.488028 5.764202
3.665873 0.694661 5.686200
3.999989 0.963776 5.584612
3.753039 0.840969 5.630971
2.974729 2.515057 4.999023
4.785330 1.174902 5.504915
3.364916 2.584245 4.972905
4.804565 2.888824 4.857931
6.108459 1.477683 5.390619
6.457425 0.723769 5.675212
4.882731 2.349783 5.061412
4.249463 3.190085 4.744208
5.686666 3.102274 4.777356
5.451181 2.010198 5.189601
3.556876 2.977797 4.824344
4.895909 2.564396 4.980398
5.355034 1.969631 5.204915
6.285652 1.467961 5.394289
6.478009 0.606990 5.719295
5.484365 1.347429 5.439788
6.267586 1.668677 5.318521
6.398262 1.147047 5.515430
4.578503 2.200040 5.117938
5.899798 1.507648 5.379308
4.761238 2.379279 5.050278
6.273539 1.864860 5.244464
5.914680 2.066429 5.168375
5.322398 1.392896 5.422625
6.358858 1.155267 5.512327
6.015846 2.101171 5.155260
3.659771 3.172964 4.750671
5.665657 2.971465 4.826735
5.249310 3.178277 4.748666
4.060580 2.916353 4.847538
4.329832 2.523038 4.996010
6.106969 1.604376 5.342794
5.523014 1.544188 5.365514
5.224493 3.179805 4.748089
5.547143 1.491199 5.385517
3.852419 2.463399 5.018523
4.557286 2.834569 4.878411
6.047986 3.025509 4.806334
5.652380 2.851091 4.872174
4.127467 3.190155 4.744182
5.860963 1.762168 5.283229
4.939547 3.190092 4.725896
3.194676 2.990772 4.792297
4.327255 2.408439 5.012121
3.418525 1.254105 5.447867
4.548015 1.747663 5.261556
4.171006 2.492696 4.980315
6.116789 2.992860 4.791509
4.641352 2.292605 5.055847
2.876721 2.025026 5.156855
3.198154 0.883234 5.587867
3.737897 2.006192 5.163964
3.627025 1.427006 5.382599
5.189929 2.315959 5.047030
2.997704 1.952837 5.184105
3.903039 2.747027 4.884308
3.304663 1.723025 5.270856
5.253696 2.800097 4.864275
2.985963 1.658184 5.295333
2.827934 1.677832 5.287916
3.974833 2.152875 5.108593
5.187785 2.687509 4.906775
2.977700 1.555989 5.333910
3.914932 1.591112 5.320652
3.737092 3.121505 4.742947
3.352520 2.709581 4.898443
4.806019 2.438993 5.000587
3.177725 3.072034 4.761621
4.547352 2.140549 5.113245
3.557647 2.745965 4.884709
5.625868 2.748462 4.883766
3.638080 1.669066 5.291225
3.373088 1.659631 5.294786
3.452473 2.749764 4.883275
3.864961 2.840426 4.849051
4.801572 3.130026 4.739731
5.226805 2.734409 4.889071
3.938270 2.589848 4.943641
2.842600 1.754441 5.258997
5.768198 2.842997 4.848081
4.918678 2.831558 4.852398
4.045080 0.857236 5.597681
5.711107 2.516058 4.971496
4.500141 1.411012 5.388637
5.824268 1.268671 5.442369
5.857715 2.047699 5.148295
5.921819 0.797488 5.620235
4.404033 0.970583 5.554894
4.064710 0.454576 5.749680
5.060760 1.171622 5.479004
6.355296 2.452727 4.995403
5.030364 1.098072 5.506768
6.011871 1.737374 5.265440
5.474170 0.494654 5.734551
6.081075 0.868697 5.593354
5.507038 2.291886 5.056118
5.676389 1.391728 5.395916
5.921172 1.346549 5.412971
5.755301 0.963196 5.557682
4.661242 1.659286 5.294917
5.375613 2.189534 5.094754
4.108445 1.284214 5.436502
5.421020 0.601393 5.694258
6.075387 1.129233 5.495005
6.320108 0.681613 5.663976
5.220789 0.674235 5.666761
5.269330 1.729456 5.268428
5.906012 2.151348 5.109169
3.908690 0.663877 5.670671
5.526718 0.654443 5.674232
5.807685 2.114837 5.122952
5.284245 0.613911 5.689533
5.582892 0.790110 5.623020
5.841671 1.327207 5.420272
5.930887 0.730737 5.645432
5.857639 1.047704 5.525782
6.115729 1.492783 5.357769
5.317980 1.705706 5.277393
5.848164 2.538284 4.963106
2.818262 1.271025 5.454972
2.886396 2.836672 4.584182
4.748167 0.762303 3.791265
3.803566 1.857573 4.209927
4.244581 0.523795 3.700097
3.055554 3.010489 4.650622
5.559774 0.472204 3.680377
3.541348 0.688928 3.763218
5.487102 1.049618 3.901090
3.169758 2.710111 4.535805
5.688996 0.684015 3.761340
3.220009 1.832756 4.200440
3.130139 1.310507 4.000813
3.452778 0.974234 3.872275
3.562816 2.100915 4.302943
6.198661 0.597779 3.728377
6.023774 0.554249 3.711738
2.904156 2.517908 4.462336
2.889824 0.963397 3.868133
5.310785 0.535545 3.704588
3.126774 1.153594 3.940834
4.003137 2.175058 4.331284
5.001996 0.791552 3.802445
3.276787 2.101900 4.303319
3.436983 2.302367 4.379947
5.740603 0.990375 3.878445
4.881019 1.567770 4.099151
5.656100 0.556943 3.712767
3.073612 1.314828 4.002465
3.853508 1.976085 4.255227
5.707621 0.475609 3.681678
3.850999 1.203183 3.959789
3.351055 1.245182 3.975843
3.955627 1.449957 4.054118
5.741513 0.828238 3.816468
4.897241 0.703179 3.768666
4.422637 0.544771 3.708115
5.920621 0.553050 3.711279
4.573315 1.223953 3.967728
6.276286 0.867882 3.831622
6.296675 0.834726 3.818949
3.266329 3.089123 4.680680
5.900668 2.310631 4.383106
4.413708 2.828189 4.580939
4.821940 2.633773 4.506625
5.312040 2.695583 4.530252
6.106719 1.466293 4.060362
6.504323 1.687134 4.144777
4.749551 2.716408 4.538212
6.093367 2.936138 4.622202
5.483200 1.284094 3.990717
5.751357 1.389366 4.030957
4.433506 2.191835 4.337697
4.647744 2.656668 4.515377
5.562631 1.433893 4.047977
6.092932 2.258353 4.363123
6.482539 2.122170 4.311068
5.569817 1.747859 4.167989
4.758397 2.025192 4.273998
6.247561 2.991973 4.643545
5.246647 2.219139 4.348133
6.036416 1.614151 4.116880
3.895951 2.834383 4.583307
5.306669 2.685857 4.526534
5.298328 2.425608 4.427055
6.126410 1.482316 4.066486
3.970581 2.831737 4.582296
5.410306 1.555768 4.094563
4.761487 3.069382 4.673134
6.384667 2.218338 4.347827
3.340185 2.883874 4.602225
5.516720 3.081239 4.677666
4.036834 2.939075 4.623325
3.096739 3.068309 4.672724
4.765772 1.785904 4.182531
4.394798 2.292653 4.376234
5.029455 3.022928 4.655377
5.930384 2.137063 4.316760
3.120901 2.290215 4.348109
5.436785 3.137068 4.671815
2.929460 2.505697 4.430476
4.014032 2.847878 4.561274
4.050567 3.003409 4.620724
5.407907 2.957236 4.603075
4.862607 2.242010 4.329683
3.558923 2.742241 4.520895
3.076013 1.194641 3.929332
3.876150 1.329641 3.980935
3.284899 2.789727 4.539046
5.822281 2.947417 4.599322
2.962693 2.186954 4.308639
4.551851 2.777452 4.534353
2.901822 1.696928 4.121328
4.714166 2.536308 4.442177
3.293861 0.966974 3.842307
